Product_Number,Description,Gearhead_type,Reduction,Stages,Max_cont_torque,Max_int_torque,Max_eff,Inertia,Direction,Weight,Recommended,Price
unknown_781,"Planetary gearhead GPX 22 SP STE Ø22 mm, 1-stage",GPX ,3.9 : 1 ,1,0.11,0.14,85,0.293,= ,65,0,139.82
unknown_782,"Planetary gearhead GPX 22 SP STE Ø22 mm, 1-stage",GPX ,5.3 : 1 ,1,0.11,0.14,85,0.159,= ,65,0,139.82
unknown_783,"Planetary gearhead GPX 22 SP STE Ø22 mm, 1-stage",GPX ,6.6 : 1 ,1,0.11,0.14,85,0.0991,= ,65,0,139.82
unknown_784,"Planetary gearhead GPX 22 SP STE Ø22 mm, 2-stage",GPX ,16 : 1 ,2,0.27,0.38,80,0.185,= ,86,0,216.91
unknown_785,"Planetary gearhead GPX 22 SP STE Ø22 mm, 2-stage",GPX ,21 : 1 ,2,0.27,0.38,80,0.1,= ,86,0,216.91
unknown_786,"Planetary gearhead GPX 22 SP STE Ø22 mm, 2-stage",GPX ,26 : 1 ,2,0.27,0.38,80,0.181,= ,86,0,216.91
unknown_787,"Planetary gearhead GPX 22 SP STE Ø22 mm, 2-stage",GPX ,28 : 1 ,2,0.27,0.38,80,0.102,= ,86,0,216.91
unknown_788,"Planetary gearhead GPX 22 SP STE Ø22 mm, 2-stage",GPX ,35 : 1 ,2,0.27,0.38,80,0.0991,= ,86,0,216.91
unknown_789,"Planetary gearhead GPX 22 SP STE Ø22 mm, 2-stage",GPX ,44 : 1 ,2,0.27,0.38,80,0.0639,= ,86,0,216.91
unknown_790,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,103 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_791,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,111 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_792,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,138 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_793,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,150 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_794,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,172 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_795,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,186 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_796,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,231 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_797,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,243 : 1 ,4,1.2,1.5,66,0.56,= ,89,0,128.27
unknown_798,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,326 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_799,"Planetary gearhead GPX 22 LN Ø22 mm, 1-stage",GPX ,3.9 : 1 ,1,0.4,0.5,90,0.59,= ,45,0,87.73
unknown_800,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,406 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_801,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,439 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_802,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,546 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_803,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,590 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_804,"Planetary gearhead GPX 22 LN Ø22 mm, 1-stage",GPX ,5.3 : 1 ,1,0.4,0.5,90,0.59,= ,45,0,87.73
unknown_805,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,679 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_806,"Planetary gearhead GPX 22 LN Ø22 mm, 1-stage",GPX ,6.6 : 1 ,1,0.4,0.5,90,0.59,= ,45,0,87.73
unknown_807,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,734 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_808,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,794 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_809,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,913 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_810,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,987 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_811,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,1135 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_812,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,1227 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_813,"Planetary gearhead GPX 22 LN Ø22 mm, 4-stage",GPX ,1526 : 1 ,4,1.2,1.5,66,0.56,= ,93,0,128.27
unknown_814,"Planetary gearhead GPX 22 LN Ø22 mm, 2-stage",GPX ,16 : 1 ,2,0.55,0.7,81,0.5,= ,58,0,100.73
unknown_815,"Planetary gearhead GPX 22 LN Ø22 mm, 2-stage",GPX ,21 : 1 ,2,0.55,0.7,81,0.5,= ,58,0,100.73
unknown_816,"Planetary gearhead GPX 22 LN Ø22 mm, 2-stage",GPX ,26 : 1 ,2,0.55,0.7,81,0.5,= ,58,0,100.73
unknown_817,"Planetary gearhead GPX 22 LN Ø22 mm, 2-stage",GPX ,28 : 1 ,2,0.55,0.7,81,0.5,= ,58,0,100.73
unknown_818,"Planetary gearhead GPX 22 LN Ø22 mm, 2-stage",GPX ,35 : 1 ,2,0.55,0.7,81,0.5,= ,58,0,100.73
unknown_819,"Planetary gearhead GPX 22 LN Ø22 mm, 2-stage",GPX ,44 : 1 ,2,0.55,0.7,81,0.5,= ,58,0,100.73
unknown_820,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,62 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_821,"Planetary gearhead GPX 22 LN Ø22 mm, 3-stage",GPX ,83 : 1 ,3,1,1.25,74,0.429,= ,67,0,113
unknown_822,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,103 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_823,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,111 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_824,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,138 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_825,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,150 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_826,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,172 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_827,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,186 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_828,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,231 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_829,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,243 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_830,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,326 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_831,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,406 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_832,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,439 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_833,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,546 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_834,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,590 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_835,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,679 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_836,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,734 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_837,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,794 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_838,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,913 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_839,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,987 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_840,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,1135 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_841,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,1227 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_842,"Planetary gearhead GPX 22 LZ Ø22 mm, 4-stage",GPX ,1526 : 1 ,4,1.5,1.9,66,0.56,= ,89,0,140.91
unknown_843,"Planetary gearhead GPX 22 LZ Ø22 mm, 2-stage",GPX ,16 : 1 ,2,0.7,0.9,81,0.5,= ,58,0,113.36
unknown_844,"Planetary gearhead GPX 22 LZ Ø22 mm, 2-stage",GPX ,21 : 1 ,2,0.7,0.9,81,0.5,= ,58,0,113.36
unknown_845,"Planetary gearhead GPX 22 LZ Ø22 mm, 2-stage",GPX ,26 : 1 ,2,0.7,0.9,81,0.5,= ,58,0,113.36
unknown_846,"Planetary gearhead GPX 22 LZ Ø22 mm, 2-stage",GPX ,28 : 1 ,2,0.7,0.9,81,0.5,= ,58,0,113.36
unknown_847,"Planetary gearhead GPX 22 LZ Ø22 mm, 2-stage",GPX ,35 : 1 ,2,0.7,0.9,81,0.5,= ,58,0,113.36
unknown_848,"Planetary gearhead GPX 22 LZ Ø22 mm, 2-stage",GPX ,44 : 1 ,2,0.7,0.9,81,0.5,= ,58,0,113.36
unknown_849,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,62 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_850,"Planetary gearhead GPX 22 LZ Ø22 mm, 3-stage",GPX ,83 : 1 ,3,1.2,1.5,74,0.429,= ,67,0,125.64
unknown_851,"Planetary gearhead GPX 22 SP STES Ø22 mm, 1-stage",GPX ,3.9 : 1 ,1,0.11,0.14,85,0.298,= ,85,0,232.55
unknown_852,"Planetary gearhead GPX 22 SP STES Ø22 mm, 1-stage",GPX ,5.3 : 1 ,1,0.11,0.14,85,0.162,= ,85,0,232.55
unknown_853,"Planetary gearhead GPX 22 SP STES Ø22 mm, 1-stage",GPX ,6.6 : 1 ,1,0.11,0.14,85,0.1,= ,85,0,232.55
unknown_854,"Planetary gearhead GPX 22 SP STES Ø22 mm, 2-stage",GPX ,16 : 1 ,2,0.27,0.38,80,0.185,= ,100,0,309.64
unknown_855,"Planetary gearhead GPX 22 SP STES Ø22 mm, 2-stage",GPX ,21 : 1 ,2,0.27,0.38,80,0.101,= ,100,0,309.64
unknown_856,"Planetary gearhead GPX 22 SP STES Ø22 mm, 2-stage",GPX ,26 : 1 ,2,0.27,0.38,80,0.181,= ,100,0,309.64
unknown_857,"Planetary gearhead GPX 22 SP STES Ø22 mm, 2-stage",GPX ,28 : 1 ,2,0.27,0.38,80,0.102,= ,100,0,309.64
unknown_858,"Planetary gearhead GPX 22 SP STES Ø22 mm, 2-stage",GPX ,35 : 1 ,2,0.27,0.38,80,0.0992,= ,100,0,309.64
unknown_859,"Planetary gearhead GPX 22 SP STES Ø22 mm, 2-stage",GPX ,44 : 1 ,2,0.27,0.38,80,0.0639,= ,100,0,309.64
unknown_860,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,103 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_861,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,111 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_862,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,138 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_863,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,150 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_864,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,172 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_865,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,186 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_866,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,231 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_867,"Planetary gearhead GPX 26 Ø26 mm, 1-stage",GPX ,3.9 : 1 ,1,0.75,1.1,90,1.87,= ,75,0,88.45
unknown_868,"Planetary gearhead GPX 26 Ø26 mm, 1-stage",GPX ,5.3 : 1 ,1,0.75,1.1,90,1.87,= ,75,0,88.45
unknown_869,"Planetary gearhead GPX 26 Ø26 mm, 2-stage",GPX ,16 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,107.55
unknown_870,"Planetary gearhead GPX 26 Ø26 mm, 2-stage",GPX ,21 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,107.55
unknown_871,"Planetary gearhead GPX 26 Ø26 mm, 2-stage",GPX ,26 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,107.55
unknown_872,"Planetary gearhead GPX 26 Ø26 mm, 2-stage",GPX ,28 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,107.55
unknown_873,"Planetary gearhead GPX 26 Ø26 mm, 2-stage",GPX ,35 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,107.55
unknown_874,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,62 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_875,"Planetary gearhead GPX 26 Ø26 mm, 3-stage",GPX ,83 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,128.73
unknown_876,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,103 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_877,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,111 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_878,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,138 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_879,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,150 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_880,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,172 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_881,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,186 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_882,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,231 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_883,"Planetary gearhead GPX 26 C Ø26 mm, 1-stage",GPX ,3.9 : 1 ,1,1,1.5,90,1.87,= ,75,0,106.55
unknown_884,"Planetary gearhead GPX 26 C Ø26 mm, 1-stage",GPX ,5.3 : 1 ,1,1,1.5,90,1.87,= ,75,0,106.55
unknown_885,"Planetary gearhead GPX 26 C Ø26 mm, 2-stage",GPX ,16 : 1 ,2,2.6,3.4,78,1.31,= ,95,0,128.18
unknown_886,"Planetary gearhead GPX 26 C Ø26 mm, 2-stage",GPX ,21 : 1 ,2,2.6,3.4,78,1.31,= ,95,0,128.18
unknown_887,"Planetary gearhead GPX 26 C Ø26 mm, 2-stage",GPX ,26 : 1 ,2,2.6,3.4,78,1.31,= ,95,0,128.18
unknown_888,"Planetary gearhead GPX 26 C Ø26 mm, 2-stage",GPX ,28 : 1 ,2,2.6,3.4,78,1.31,= ,95,0,128.18
unknown_889,"Planetary gearhead GPX 26 C Ø26 mm, 2-stage",GPX ,35 : 1 ,2,2.6,3.4,78,1.31,= ,95,0,128.18
unknown_890,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,62 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_891,"Planetary gearhead GPX 26 C Ø26 mm, 3-stage",GPX ,83 : 1 ,3,5,6.3,75,1.28,= ,100,0,159.73
unknown_892,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,103 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_893,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,111 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_894,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,138 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_895,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,150 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_896,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,172 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_897,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,186 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_898,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,231 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_899,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,243 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_900,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,326 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_901,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,406 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_902,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,439 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_903,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,546 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_904,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,590 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_905,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,679 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_906,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,734 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_907,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,794 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_908,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,913 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_909,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,987 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_910,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,1135 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_911,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,1227 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_912,"Planetary gearhead GPX 26 HP Ø26 mm, 4-stage",GPX ,1526 : 1 ,4,6.3,8,55,3.34,= ,150,0,211.73
unknown_913,"Planetary gearhead GPX 26 HP Ø26 mm, 2-stage",GPX ,16 : 1 ,2,3,4,75,3.92,= ,120,0,166.82
unknown_914,"Planetary gearhead GPX 26 HP Ø26 mm, 2-stage",GPX ,21 : 1 ,2,3,4,75,3.92,= ,120,0,166.82
unknown_915,"Planetary gearhead GPX 26 HP Ø26 mm, 2-stage",GPX ,26 : 1 ,2,3,4,75,3.92,= ,120,0,166.82
unknown_916,"Planetary gearhead GPX 26 HP Ø26 mm, 2-stage",GPX ,28 : 1 ,2,3,4,75,3.92,= ,120,0,166.82
unknown_917,"Planetary gearhead GPX 26 HP Ø26 mm, 2-stage",GPX ,35 : 1 ,2,3,4,75,3.92,= ,120,0,166.82
unknown_918,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,62 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_919,"Planetary gearhead GPX 26 HP Ø26 mm, 3-stage",GPX ,83 : 1 ,3,5,7,65,3.43,= ,140,0,191.36
unknown_920,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,103 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_921,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,111 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_922,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,138 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_923,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,150 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_924,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,172 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_925,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,186 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_926,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,231 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_927,"Planetary gearhead GPX 26 LN Ø26 mm, 1-stage",GPX ,3.9 : 1 ,1,0.6,0.75,90,1.87,= ,75,0,103
unknown_928,"Planetary gearhead GPX 26 LN Ø26 mm, 1-stage",GPX ,5.3 : 1 ,1,0.6,0.75,90,1.87,= ,75,0,103
unknown_929,"Planetary gearhead GPX 26 LN Ø26 mm, 2-stage",GPX ,16 : 1 ,2,1.8,2.25,78,1.31,= ,95,0,122.09
unknown_930,"Planetary gearhead GPX 26 LN Ø26 mm, 2-stage",GPX ,21 : 1 ,2,1.8,2.25,78,1.31,= ,95,0,122.09
unknown_931,"Planetary gearhead GPX 26 LN Ø26 mm, 2-stage",GPX ,26 : 1 ,2,1.8,2.25,78,1.31,= ,95,0,122.09
unknown_932,"Planetary gearhead GPX 26 LN Ø26 mm, 2-stage",GPX ,28 : 1 ,2,1.8,2.25,78,1.31,= ,95,0,122.09
unknown_933,"Planetary gearhead GPX 26 LN Ø26 mm, 2-stage",GPX ,35 : 1 ,2,1.8,2.25,78,1.31,= ,95,0,122.09
unknown_934,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,62 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_935,"Planetary gearhead GPX 26 LN Ø26 mm, 3-stage",GPX ,83 : 1 ,3,3.6,4.5,75,1.28,= ,100,0,143.27
unknown_936,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,103 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_937,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,111 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_938,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,138 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_939,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,150 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_940,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,172 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_941,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,186 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_942,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,231 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_943,"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",GPX ,16 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,134.73
unknown_944,"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",GPX ,21 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,134.73
unknown_945,"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",GPX ,26 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,134.73
unknown_946,"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",GPX ,28 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,134.73
unknown_947,"Planetary gearhead GPX 26 LZ Ø26 mm, 2-stage",GPX ,35 : 1 ,2,2.25,3.2,78,1.31,= ,95,0,134.73
unknown_948,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,62 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_949,"Planetary gearhead GPX 26 LZ Ø26 mm, 3-stage",GPX ,83 : 1 ,3,4.5,6.2,75,1.28,= ,100,0,155.91
unknown_950,"Planetary gearhead GPX 32 Ø32 mm, 3-stage",GPX ,103 : 1 ,3,5,6.25,75,7.55,= ,230,0,164
unknown_951,"Planetary gearhead GPX 32 Ø32 mm, 3-stage",GPX ,111 : 1 ,3,5,6.25,75,7.55,= ,230,0,164
unknown_952,"Planetary gearhead GPX 32 Ø32 mm, 3-stage",GPX ,138 : 1 ,3,5,6.25,75,7.55,= ,230,0,164
unknown_953,"Planetary gearhead GPX 32 Ø32 mm, 3-stage",GPX ,150 : 1 ,3,5,6.25,75,7.55,= ,230,0,164
unknown_954,"Planetary gearhead GPX 32 Ø32 mm, 3-stage",GPX ,172 : 1 ,3,5,6.25,75,7.55,= ,230,0,164
unknown_955,"Planetary gearhead GPX 32 Ø32 mm, 3-stage",GPX ,186 : 1 ,3,5,6.25,75,7.55,= ,230,0,164
unknown_956,"Planetary gearhead GPX 32 Ø32 mm, 3-stage",GPX ,231 : 1 ,3,5,6.25,75,7.55,= ,230,0,164
unknown_957,"Planetary gearhead GPX 32 Ø32 mm, 1-stage",GPX ,3.9 : 1 ,1,1.25,1.6,90,8.01,= ,140,0,105.09
unknown_958,"Planetary gearhead GPX 32 Ø32 mm, 1-stage",GPX ,5.3 : 1 ,1,1.25,1.6,90,8.01,= ,140,0,105.09
unknown_959,"Planetary gearhead GPX 32 Ø32 mm, 2-stage",GPX ,16 : 1 ,2,2.9,3.6,78,7.92,= ,180,0,129.64
unknown_960,"Planetary gearhead GPX 32 Ø32 mm, 2-stage",GPX ,21 : 1 ,2,2.9,3.6,78,7.92,= ,180,0,129.64
unknown_961,"Planetary gearhead GPX 32 Ø32 mm, 2-stage",GPX ,26 : 1 ,2,2.9,3.6,78,7.92,= ,180,0,129.64
unknown_962,"Planetary gearhead GPX 32 Ø32 mm, 2-stage",GPX ,28 : 1 ,2,2.9,3.6,78,7.92,= ,180,0,129.64
